,loglik
241,-802.4612
242,-802.2206
243,-801.9803
244,-801.7401
245,-801.5
246,-801.26013
247,-801.0203
248,-800.7806
249,-800.541
250,-800.30145
251,-800.0621
252,-799.8227
253,-799.58344
254,-799.3442
255,-799.105
256,-798.8659
257,-798.62683
258,-798.38794
259,-798.14905
260,-797.9103
261,-797.6716
262,-797.4329
263,-797.19434
264,-796.956
265,-796.7176
266,-796.4792
267,-796.241
268,-796.0028
269,-795.7646
270,-795.5266
271,-795.2886
272,-795.0475
273,-794.807
274,-794.567
275,-794.3273
276,-794.08777
277,-793.8486
278,-793.6097
279,-793.3709
280,-793.1324
281,-792.89404
282,-792.6558
283,-792.4178
284,-792.17993
285,-791.9422
286,-791.70435
287,-791.4667
288,-791.22906
289,-790.99146
290,-790.754
291,-790.5168
292,-790.27954
293,-790.0423
294,-789.8053
295,-789.56836
296,-789.33136
297,-789.09454
298,-788.8577
299,-788.621
300,-788.38434
301,-788.1479
302,-787.9113
303,-787.6749
304,-787.4386
305,-787.2
306,-786.96173
307,-786.72363
308,-786.4859
309,-786.2484
310,-786.01117
311,-785.77386
312,-785.53687
313,-785.3
314,-785.0633
315,-784.8267
316,-784.5903
317,-784.35394
318,-784.1178
319,-783.88184
320,-783.64594
321,-783.41
322,-783.17426
323,-782.9386
324,-782.7029
325,-782.46735
326,-782.23175
327,-781.9962
328,-781.7609
329,-781.5255
330,-781.2903
331,-781.05505
332,-780.8199
333,-780.5849
334,-780.34985
335,-780.1149
336,-779.8799
337,-779.6449
338,-779.40985
339,-779.175
340,-778.94
341,-778.70496
342,-778.47015
343,-778.2355
344,-778.0008
345,-777.76404
346,-777.52765
347,-777.29144
348,-777.0556
349,-776.82
350,-776.5846
351,-776.34937
352,-776.11426
353,-775.87933
354,-775.64465
355,-775.41
356,-775.17554
357,-774.94116
358,-774.7069
359,-774.4728
360,-774.2387
361,-774.0048
362,-773.7708
363,-773.5372
364,-773.3035
365,-773.07
366,-772.83636
367,-772.6031
368,-772.3698
369,-772.1367
370,-771.9036
371,-771.6708
372,-771.4378
373,-771.20514
374,-770.97235
375,-770.73975
376,-770.507
377,-770.2744
378,-770.04193
379,-769.8095
380,-769.57715
381,-769.345
382,-769.1126
383,-768.8806
384,-768.6485
385,-768.4146
386,-768.1809
387,-767.9475
388,-767.7144
389,-767.4817
390,-767.249
391,-767.0167
392,-766.7844
393,-766.5523
394,-766.3203
395,-766.08844
396,-765.8566
397,-765.6248
398,-765.3931
399,-765.16156
400,-764.93
401,-764.69867
402,-764.46735
403,-764.236
404,-764.0048
405,-763.77356
406,-763.5425
407,-763.3115
408,-763.08075
409,-762.85016
410,-762.61975
411,-762.38934
412,-762.1591
413,-761.929
414,-761.699
415,-761.46906
416,-761.23895
417,-761.00903
418,-760.77905
419,-760.54913
420,-760.3192
421,-760.08936
422,-759.8596
423,-759.63
424,-759.40027
425,-759.16876
426,-758.93774
427,-758.7069
428,-758.4766
429,-758.24646
430,-758.01654
431,-757.7868
432,-757.55707
433,-757.3276
434,-757.0982
435,-756.86896
436,-756.6398
437,-756.4107
438,-756.18164
439,-755.95264
440,-755.7238
441,-755.495
442,-755.26624
443,-755.0375
444,-754.8089
445,-754.5803
446,-754.3518
447,-754.1233
448,-753.89484
449,-753.66656
450,-753.4384
451,-753.2104
452,-752.9824
453,-752.75446
454,-752.5266
455,-752.2989
456,-752.0712
457,-751.84344
458,-751.6147
459,-751.38556
460,-751.1567
461,-750.928
462,-750.69946
463,-750.4711
464,-750.243
465,-750.01495
466,-749.7872
467,-749.55914
468,-749.33136
469,-749.1038
470,-748.8764
471,-748.649
472,-748.42175
473,-748.1946
474,-747.9678
475,-747.7409
476,-747.51434
477,-747.2877
478,-747.0612
479,-746.83453
480,-746.608
481,-746.3814
482,-746.15485
483,-745.9283
484,-745.70184
485,-745.4755
486,-745.2492
487,-745.02277
488,-744.7967
489,-744.57043
490,-744.3449
491,-744.11835
492,-743.8929
493,-743.6669
494,-743.4413
495,-743.2157
496,-742.9901
497,-742.7645
498,-742.53625
499,-742.3086
500,-742.08136
501,-741.8547
502,-741.6279
503,-741.40155
504,-741.1753
505,-740.9491
506,-740.7231
507,-740.49725
508,-740.27155
509,-740.0459
510,-739.8204
511,-739.595
512,-739.36957
513,-739.14435
514,-738.9191
515,-738.69403
516,-738.4689
517,-738.244
518,-738.0191
519,-737.79425
520,-737.5696
521,-737.34485
522,-737.1203
523,-736.8956
524,-736.6711
525,-736.44653
526,-736.2219
527,-735.9974
528,-735.7729
529,-735.54834
530,-735.3239
531,-735.0995
532,-734.87506
533,-734.6507
534,-734.42633
535,-734.20215
536,-733.97797
537,-733.754
538,-733.52875
539,-733.3037
540,-733.07904
541,-732.85443
542,-732.63007
543,-732.40576
544,-732.18164
545,-731.95746
546,-731.7334
547,-731.50946
548,-731.2855
549,-731.0617
550,-730.83813
551,-730.6145
552,-730.3909
553,-730.1675
554,-729.9442
555,-729.721
556,-729.49786
557,-729.27515
558,-729.0528
559,-728.8305
560,-728.6082
561,-728.386
562,-728.1639
563,-727.9417
564,-727.7197
565,-727.4979
566,-727.27606
567,-727.05426
568,-726.83264
569,-726.6111
570,-726.38947
571,-726.16754
572,-725.94574
573,-725.7239
574,-725.50226
575,-725.2805
576,-725.059
577,-724.8376
578,-724.6145
579,-724.39185
580,-724.1695
581,-723.94763
582,-723.7261
583,-723.5047
584,-723.28345
585,-723.0622
586,-722.8411
587,-722.6201
588,-722.39923
589,-722.1785
590,-721.95795
591,-721.7375
592,-721.517
593,-721.29663
594,-721.0762
595,-720.85583
596,-720.6356
597,-720.4155
598,-720.1956
599,-719.97577
600,-719.7561
601,-719.5363
602,-719.3167
603,-719.097
604,-718.8776
605,-718.6582
606,-718.4389
607,-718.2194
608,-718.0
609,-717.7806
610,-717.561
611,-717.34155
612,-717.1226
613,-716.90344
614,-716.6839
615,-716.46454
616,-716.2451
617,-716.02576
618,-715.8065
619,-715.5874
620,-715.3684
621,-715.14954
622,-714.9306
623,-714.71185
624,-714.49316
625,-714.2744
626,-714.0558
627,-713.8372
628,-713.61865
629,-713.4002
630,-713.18195
631,-712.96375
632,-712.7456
633,-712.52747
634,-712.3094
635,-712.09125
636,-711.8731
637,-711.6549
638,-711.43677
639,-711.21844
640,-711.00024
641,-710.78186
642,-710.5636
643,-710.3453
644,-710.1273
645,-709.9093
646,-709.6914
647,-709.47345
648,-709.2556
649,-709.0377
650,-708.8204
651,-708.6028
652,-708.38544
653,-708.16754
654,-707.94965
655,-707.732
656,-707.5145
657,-707.297
658,-707.0796
659,-706.8624
660,-706.6453
661,-706.4283
662,-706.21136
663,-705.9945
664,-705.77795
665,-705.56134
666,-705.3447
667,-705.1283
668,-704.91187
669,-704.6953
670,-704.47894
671,-704.2625
672,-704.0461
673,-703.8295
674,-703.61304
675,-703.39636
676,-703.18
677,-702.9635
678,-702.7472
679,-702.53064
680,-702.31445
681,-702.09827
682,-701.88226
683,-701.66626
684,-701.4503
685,-701.2342
686,-701.0188
687,-700.8031
688,-700.58795
689,-700.3726
690,-700.1578
691,-699.9428
692,-699.72766
693,-699.51227
694,-699.297
695,-699.08215
696,-698.86743
697,-698.65295
698,-698.4387
699,-698.2247
700,-698.01074
701,-697.7971
702,-697.5835
703,-697.37
704,-697.15656
705,-696.94324
706,-696.7302
707,-696.5174
708,-696.30457
709,-696.09204
710,-695.8792
711,-695.6669
712,-695.45435
713,-695.24194
714,-695.02954
715,-694.81726
716,-694.60486
717,-694.3928
718,-694.1805
719,-693.96814
720,-693.7556
721,-693.54333
722,-693.3309
723,-693.1186
724,-692.90607
725,-692.694
726,-692.4814
727,-692.26935
728,-692.0567
729,-691.8444
730,-691.63184
731,-691.4195
732,-691.20624
733,-690.99304
734,-690.77997
735,-690.567
736,-690.3542
737,-690.1414
738,-689.9289
739,-689.7164
740,-689.504
741,-689.2917
742,-689.07947
743,-688.86725
744,-688.6551
745,-688.44293
746,-688.2309
747,-688.0189
748,-687.80707
749,-687.5955
750,-687.3842
751,-687.1727
752,-686.96136
753,-686.75
754,-686.53876
755,-686.3277
756,-686.1167
757,-685.90594
758,-685.6953
759,-685.4849
760,-685.27466
761,-685.0645
762,-684.85443
763,-684.64453
764,-684.43445
765,-684.2246
766,-684.01465
767,-683.805
768,-683.5949
769,-683.3851
770,-683.17535
771,-682.96576
772,-682.7562
773,-682.54675
774,-682.33746
775,-682.1283
776,-681.91907
777,-681.70996
778,-681.501
779,-681.2921
780,-681.08344
781,-680.8747
782,-680.6661
783,-680.45734
784,-680.2487
785,-680.04
786,-679.8314
787,-679.6225
788,-679.4139
789,-679.20514
790,-678.9967
791,-678.788
792,-678.57965
793,-678.3712
794,-678.1631
795,-677.9545
796,-677.7465
797,-677.53827
798,-677.3304
799,-677.1223
800,-676.9145
801,-676.70654
802,-676.499
803,-676.29126
804,-676.08374
805,-675.8759
806,-675.6686
807,-675.4619
808,-675.2549
809,-675.0477
810,-674.84064
811,-674.63336
812,-674.42615
813,-674.21906
814,-674.01196
815,-673.805
816,-673.5981
817,-673.3912
818,-673.18414
819,-672.9771
820,-672.7704
821,-672.5639
822,-672.3575
823,-672.15125
824,-671.94507
825,-671.7389
826,-671.5328
827,-671.3267
828,-671.12036
829,-670.91394
830,-670.70746
831,-670.5008
832,-670.2943
833,-670.0876
834,-669.88116
835,-669.6748
836,-669.4689
837,-669.2629
838,-669.0572
839,-668.8516
840,-668.64636
841,-668.441
842,-668.2358
843,-668.03064
844,-667.82556
845,-667.62054
846,-667.4155
847,-667.2098
848,-667.00415
849,-666.7986
850,-666.5932
851,-666.38794
852,-666.1828
853,-665.97797
854,-665.77344
855,-665.569
856,-665.3647
857,-665.1604
858,-664.95624
859,-664.75226
860,-664.5484
861,-664.34454
862,-664.1407
863,-663.9365
864,-663.7323
865,-663.52814
866,-663.32404
867,-663.11975
868,-662.9155
869,-662.71136
870,-662.5073
871,-662.3033
872,-662.09937
873,-661.89594
874,-661.6923
875,-661.4887
876,-661.28516
877,-661.08154
878,-660.87805
879,-660.67444
880,-660.47107
881,-660.2679
882,-660.0646
883,-659.8614
884,-659.65826
885,-659.4551
886,-659.25195
887,-659.0492
888,-658.84656
889,-658.64355
890,-658.4408
891,-658.238
892,-658.0353
893,-657.83264
894,-657.63007
895,-657.4276
896,-657.2252
897,-657.0228
898,-656.82074
899,-656.6186
900,-656.4167
901,-656.21466
902,-656.0127
903,-655.8108
904,-655.60876
905,-655.4067
906,-655.2048
907,-655.00275
908,-654.80066
909,-654.5985
910,-654.3963
911,-654.1943
912,-653.99207
913,-653.79004
914,-653.588
915,-653.386
916,-653.18384
917,-652.9818
918,-652.77985
919,-652.57776
920,-652.3755
921,-652.1733
922,-651.97107
923,-651.7678
924,-651.565
925,-651.36255
926,-651.16046
927,-650.9585
928,-650.7568
929,-650.55493
930,-650.3533
931,-650.1516
932,-649.95
933,-649.7484
934,-649.547
935,-649.3457
936,-649.1444
937,-648.9432
938,-648.742
939,-648.5409
940,-648.33984
941,-648.1389
942,-647.9379
943,-647.73706
944,-647.5362
945,-647.3353
946,-647.13464
947,-646.93396
948,-646.7335
949,-646.5334
950,-646.3335
951,-646.1335
952,-645.9335
953,-645.7333
954,-645.5329
955,-645.3323
956,-645.13196
957,-644.9315
958,-644.7313
959,-644.53094
960,-644.33075
961,-644.13055
962,-643.93036
963,-643.73004
964,-643.53015
965,-643.3305
966,-643.131
967,-642.9317
968,-642.7326
969,-642.5335
970,-642.33435
971,-642.1352
972,-641.936
973,-641.73676
974,-641.5377
975,-641.3387
976,-641.13983
977,-640.9412
978,-640.74286
979,-640.54474
980,-640.34674
981,-640.14856
982,-639.95056
983,-639.7523
984,-639.55457
985,-639.35657
986,-639.15875
987,-638.9609
988,-638.76324
989,-638.5656
990,-638.36804
991,-638.1705
992,-637.973
993,-637.77576
994,-637.57855
995,-637.3814
996,-637.18463
997,-636.98785
998,-636.7911
999,-636.59424
1000,-636.3976
1001,-636.20087
1002,-636.00433
1003,-635.80566
1004,-635.6081
1005,-635.411
1006,-635.2143
1007,-635.0179
1008,-634.8217
1009,-634.6257
1010,-634.4298
1011,-634.2338
1012,-634.038
1013,-633.8422
1014,-633.6469
1015,-633.4516
1016,-633.2563
1017,-633.061
1018,-632.8658
1019,-632.67065
1020,-632.4757
1021,-632.28094
1022,-632.0862
1023,-631.8915
1024,-631.69684
1025,-631.5022
1026,-631.30774
1027,-631.1132
1028,-630.91895
1029,-630.72485
1030,-630.53107
1031,-630.3373
1032,-630.1433
1033,-629.9492
1034,-629.7551
1035,-629.56085
1036,-629.36676
1037,-629.17255
1038,-628.9784
1039,-628.7842
1040,-628.5901
1041,-628.3958
1042,-628.2015
1043,-628.0067
1044,-627.8128
1045,-627.6189
1046,-627.42505
1047,-627.23126
1048,-627.03754
1049,-626.844
1050,-626.6506
1051,-626.4574
1052,-626.2642
1053,-626.071
1054,-625.8776
1055,-625.6844
1056,-625.4909
1057,-625.2974
1058,-625.1042
1059,-624.9111
1060,-624.71814
1061,-624.5252
1062,-624.3323
1063,-624.1395
1064,-623.9467
1065,-623.75397
1066,-623.5611
1067,-623.3685
1068,-623.1759
1069,-622.9835
1070,-622.79126
1071,-622.59937
1072,-622.40765
1073,-622.2163
1074,-622.02496
1075,-621.83386
1076,-621.6427
1077,-621.4516
1078,-621.26044
1079,-621.0692
1080,-620.87775
1081,-620.6865
1082,-620.4964
1083,-620.30634
1084,-620.1164
1085,-619.92645
1086,-619.7364
1087,-619.5463
1088,-619.35614
1089,-619.16614
1090,-618.97626
1091,-618.78656
1092,-618.597
1093,-618.4074
1094,-618.218
1095,-618.0285
1096,-617.83923
1097,-617.6497
1098,-617.4604
1099,-617.2712
1100,-617.0821
1101,-616.893
1102,-616.7042
1103,-616.51526
1104,-616.3265
1105,-616.1377
1106,-615.94904
1107,-615.76013
1108,-615.57117
1109,-615.38196
1110,-615.1929
1111,-615.00415
1112,-614.8151
1113,-614.6261
1114,-614.4374
1115,-614.2486
1116,-614.06
1117,-613.87146
1118,-613.683
1119,-613.49457
1120,-613.3062
1121,-613.1141
1122,-612.9233
1123,-612.7333
1124,-612.54376
1125,-612.3546
1126,-612.16547
1127,-611.9766
1128,-611.7881
1129,-611.59973
1130,-611.41156
1131,-611.22345
1132,-611.03534
1133,-610.84735
1134,-610.6592
1135,-610.47125
1136,-610.28265
1137,-610.0955
1138,-609.9076
1139,-609.7207
1140,-609.533
1141,-609.3464
1142,-609.15875
1143,-608.9717
1144,-608.78406
1145,-608.59705
1146,-608.4096
1147,-608.2226
1148,-608.03534
1149,-607.8481
1150,-607.6609
1151,-607.4739
1152,-607.2866
1153,-607.0997
1154,-606.91235
1155,-606.7257
1156,-606.5383
1157,-606.35223
1158,-606.1649
1159,-605.9789
1160,-605.792
1161,-605.6043
1162,-605.4174
1163,-605.23126
1164,-605.04517
1165,-604.8591
1166,-604.6729
1167,-604.48676
1168,-604.3006
1169,-604.1145
1170,-603.9284
1171,-603.74255
1172,-603.557
1173,-603.3714
1174,-603.186
1175,-603.00055
1176,-602.8153
1177,-602.6298
1178,-602.4446
1179,-602.2591
1180,-602.0739
1181,-601.88824
1182,-601.7028
1183,-601.5172
1184,-601.3319
1185,-601.1468
1186,-600.9615
1187,-600.77637
1188,-600.59064
1189,-600.4055
1190,-600.22046
1191,-600.0357
1192,-599.8514
1193,-599.66705
1194,-599.48346
1195,-599.2997
1196,-599.11646
1197,-598.9331
1198,-598.74994
1199,-598.5668
1200,-598.3834
1201,-598.20154
1202,-598.0189
1203,-597.8359
1204,-597.6527
1205,-597.4695
1206,-597.2864
1207,-597.1029
1208,-596.9192
1209,-596.73553
1210,-596.5518
1211,-596.3681
1212,-596.18414
1213,-596.0004
1214,-595.81683
1215,-595.63336
1216,-595.4499
1217,-595.2663
1218,-595.0828
1219,-594.89935
1220,-594.71606
1221,-594.5332
1222,-594.3505
1223,-594.1678
1224,-593.985
1225,-593.80194
1226,-593.61896
1227,-593.43567
1228,-593.2525
1229,-593.0692
1230,-592.8863
1231,-592.70337
1232,-592.5211
1233,-592.339
1234,-592.15735
1235,-591.9756
1236,-591.79364
1237,-591.61176
1238,-591.4301
1239,-591.2487
1240,-591.0678
1241,-590.88684
1242,-590.70575
1243,-590.5248
1244,-590.34357
1245,-590.1625
1246,-589.9813
1247,-589.8004
1248,-589.6195
1249,-589.4386
1250,-589.2576
1251,-589.07684
1252,-588.89636
1253,-588.7155
1254,-588.5348
1255,-588.35394
1256,-588.1733
1257,-587.9926
1258,-587.8122
1259,-587.63184
1260,-587.4517
1261,-587.2719
1262,-587.0921
1263,-586.9124
1264,-586.7326
1265,-586.553
1266,-586.3732
1267,-586.1937
1268,-586.0141
1269,-585.83466
1270,-585.65533
1271,-585.4756
1272,-585.2967
1273,-585.11694
1274,-584.9382
1275,-584.7586
1276,-584.58014
1277,-584.4008
1278,-584.2223
1279,-584.04333
1280,-583.8622
1281,-583.6816
1282,-583.50116
1283,-583.3207
1284,-583.1402
1285,-582.95953
1286,-582.77875
1287,-582.5979
1288,-582.4169
1289,-582.23584
1290,-582.0546
1291,-581.8733
1292,-581.6922
1293,-581.5111
1294,-581.3301
1295,-581.14886
1296,-580.96747
1297,-580.7861
1298,-580.6044
1299,-580.4225
1300,-580.2403
1301,-580.05786
1302,-579.87524
1303,-579.6922
1304,-579.50903
1305,-579.32544
1306,-579.1418
1307,-578.9584
1308,-578.7743
1309,-578.59064
1310,-578.4058
1311,-578.22156
1312,-578.03595
1313,-577.85077
1314,-577.664
1315,-577.47736
1316,-577.2904
1317,-577.1043
1318,-576.91754
1319,-576.7318
1320,-576.5435
1321,-576.35645
1322,-576.17
1323,-575.98395
1324,-575.79803
1325,-575.6121
1326,-575.42615
1327,-575.2406
1328,-575.05505
1329,-574.8696
1330,-574.6845
1331,-574.4994
1332,-574.31445
1333,-574.12946
1334,-573.94446
1335,-573.75934
1336,-573.57434
1337,-573.38934
1338,-573.20447
1339,-573.0191
1340,-572.83435
1341,-572.6493
1342,-572.46466
1343,-572.27954
1344,-572.09503
1345,-571.9101
1346,-571.7263
1347,-571.5416
1348,-571.358
1349,-571.1734
1350,-570.99005
1351,-570.80615
1352,-570.62335
1353,-570.4398
1354,-570.2567
1355,-570.0733
1356,-569.8902
1357,-569.70685
1358,-569.524
1359,-569.34094
1360,-569.15814
1361,-568.97327
1362,-568.7893
1363,-568.60535
1364,-568.4218
1365,-568.2385
1366,-568.0555
1367,-567.87274
1368,-567.6901
1369,-567.5077
1370,-567.3253
1371,-567.143
1372,-566.9607
1373,-566.77844
1374,-566.5961
1375,-566.41406
1376,-566.23193
1377,-566.0495
1378,-565.86725
1379,-565.68475
1380,-565.5023
1381,-565.31995
1382,-565.13837
1383,-564.95605
1384,-564.7742
1385,-564.5916
1386,-564.40955
1387,-564.22723
1388,-564.0452
1389,-563.86316
1390,-563.68066
1391,-563.4989
1392,-563.31604
1393,-563.1347
1394,-562.9514
1395,-562.7698
1396,-562.5874
1397,-562.40594
1398,-562.2239
1399,-562.0425
1400,-561.86224
1401,-561.67615
1402,-561.4918
1403,-561.3083
1404,-561.1254
1405,-560.9431
1406,-560.7611
1407,-560.5792
1408,-560.3976
1409,-560.216
1410,-560.0343
1411,-559.8528
1412,-559.67145
1413,-559.4904
1414,-559.30945
1415,-559.1286
1416,-558.94794
1417,-558.76746
1418,-558.58704
1419,-558.4066
1420,-558.22626
1421,-558.04596
1422,-557.86566
1423,-557.68536
1424,-557.5051
1425,-557.3251
1426,-557.14514
1427,-556.9657
1428,-556.78613
1429,-556.607
1430,-556.4279
1431,-556.249
1432,-556.0703
1433,-555.8916
1434,-555.713
1435,-555.5345
1436,-555.356
1437,-555.17755
1438,-554.99896
1439,-554.82056
1440,-554.64197
1441,-554.45715
1442,-554.27405
1443,-554.0918
1444,-553.9101
1445,-553.7289
1446,-553.5483
1447,-553.368
1448,-553.18805
1449,-553.0085
1450,-552.8291
1451,-552.64984
1452,-552.4707
1453,-552.2916
1454,-552.1124
1455,-551.9334
1456,-551.7543
1457,-551.5753
1458,-551.39624
1459,-551.21735
1460,-551.0387
1461,-550.86035
1462,-550.6822
1463,-550.50446
1464,-550.32654
1465,-550.14905
1466,-549.97107
1467,-549.79376
1468,-549.6158
1469,-549.4388
1470,-549.2611
1471,-549.0844
1472,-548.90717
1473,-548.7306
1474,-548.55334
1475,-548.3778
1476,-548.2014
1477,-548.026
1478,-547.8496
1479,-547.6745
1480,-547.49817
1481,-547.3199
1482,-547.1408
1483,-546.96173
1484,-546.78296
1485,-546.6045
1486,-546.42633
1487,-546.2483
1488,-546.0707
1489,-545.8933
1490,-545.71606
1491,-545.5392
1492,-545.36255
1493,-545.1861
1494,-545.0099
1495,-544.83405
1496,-544.6583
1497,-544.48303
1498,-544.30774
1499,-544.13293
1500,-543.9581
1501,-543.78357
1502,-543.60876
1503,-543.43475
1504,-543.26013
1505,-543.0859
1506,-542.91095
1507,-542.7372
1508,-542.56256
1509,-542.3892
1510,-542.2146
1511,-542.0413
1512,-541.867
1513,-541.69403
1514,-541.5202
1515,-541.34735
1516,-541.1732
1517,-540.99976
1518,-540.82556
1519,-540.652
1520,-540.4778
1521,-540.3027
1522,-540.1274
1523,-539.95197
1524,-539.7768
1525,-539.60187
1526,-539.427
1527,-539.2524
1528,-539.07794
1529,-538.9034
1530,-538.7291
1531,-538.55475
1532,-538.3807
1533,-538.2065
1534,-538.0326
1535,-537.85834
1536,-537.685
1537,-537.5109
1538,-537.33777
1539,-537.1636
1540,-536.991
1541,-536.8168
1542,-536.6446
1543,-536.4708
1544,-536.29865
1545,-536.1257
1546,-535.95337
1547,-535.78076
1548,-535.60864
1549,-535.436
1550,-535.2641
1551,-535.0919
1552,-534.92
1553,-534.748
1554,-534.5764
1555,-534.4046
1556,-534.233
1557,-534.0624
1558,-533.8903
1559,-533.71954
1560,-533.5472
1561,-533.3733
1562,-533.2011
1563,-533.0246
1564,-532.8491
1565,-532.6746
1566,-532.5007
1567,-532.32733
1568,-532.1543
1569,-531.98145
1570,-531.80884
1571,-531.6363
1572,-531.46387
1573,-531.29156
1574,-531.1195
1575,-530.9476
1576,-530.7758
1577,-530.6042
1578,-530.433
1579,-530.26184
1580,-530.09094
1581,-529.9202
1582,-529.7498
1583,-529.5796
1584,-529.4097
1585,-529.2399
1586,-529.0701
1587,-528.90076
1588,-528.7319
1589,-528.56305
1590,-528.3946
1591,-528.22614
1592,-528.05786
1593,-527.8896
1594,-527.7213
1595,-527.5531
1596,-527.3848
1597,-527.21674
1598,-527.0484
1599,-526.88025
1600,-526.71204
1601,-526.5441
1602,-526.3758
1603,-526.20325
1604,-526.03204
1605,-525.86145
1606,-525.6914
1607,-525.5217
1608,-525.3525
1609,-525.1835
1610,-525.0148
1611,-524.8462
1612,-524.67773
1613,-524.5093
1614,-524.34094
1615,-524.1724
1616,-524.00415
1617,-523.83563
1618,-523.66724
1619,-523.49866
1620,-523.3304
1621,-523.16223
1622,-522.9945
1623,-522.82697
1624,-522.6597
1625,-522.4926
1626,-522.3259
1627,-522.1591
1628,-521.9926
1629,-521.826
1630,-521.66003
1631,-521.4934
1632,-521.32745
1633,-521.16095
1634,-520.99524
1635,-520.82916
1636,-520.6639
1637,-520.4985
1638,-520.3338
1639,-520.1689
1640,-520.0042
1641,-519.83954
1642,-519.6752
1643,-519.51294
1644,-519.3508
1645,-519.1883
1646,-519.0258
1647,-518.8632
1648,-518.70056
1649,-518.5378
1650,-518.3749
1651,-518.2116
1652,-518.04816
1653,-517.8846
1654,-517.721
1655,-517.55743
1656,-517.3938
1657,-517.23016
1658,-517.06647
1659,-516.9028
1660,-516.7392
1661,-516.5756
1662,-516.41223
1663,-516.2486
1664,-516.0851
1665,-515.92145
1666,-515.7581
1667,-515.59436
1668,-515.43115
1669,-515.2675
1670,-515.1046
1671,-514.9411
1672,-514.77795
1673,-514.61383
1674,-514.45044
1675,-514.28613
1676,-514.12256
1677,-513.958
1678,-513.7945
