,loglik
286,-1509.7902
287,-1509.3717
288,-1508.9537
289,-1508.5356
290,-1508.118
291,-1507.7006
292,-1507.2831
293,-1506.8658
294,-1506.4487
295,-1506.0319
296,-1505.6151
297,-1505.1986
298,-1504.7821
299,-1504.3658
300,-1503.9497
301,-1503.5337
302,-1503.1177
303,-1502.7018
304,-1502.2759
305,-1501.8516
306,-1501.4283
307,-1501.0062
308,-1500.5848
309,-1500.1641
310,-1499.744
311,-1499.3245
312,-1498.9056
313,-1498.4869
314,-1498.0688
315,-1497.6512
316,-1497.234
317,-1496.8169
318,-1496.4001
319,-1495.9838
320,-1495.5675
321,-1495.1514
322,-1494.7356
323,-1494.32
324,-1493.9043
325,-1493.4891
326,-1493.074
327,-1492.659
328,-1492.244
329,-1491.8293
330,-1491.4147
331,-1491.0001
332,-1490.5856
333,-1490.1714
334,-1489.7572
335,-1489.3428
336,-1488.9288
337,-1488.5146
338,-1488.101
339,-1487.6869
340,-1487.273
341,-1486.859
342,-1486.4453
343,-1486.0317
344,-1485.6073
345,-1485.1848
346,-1484.7634
347,-1484.3431
348,-1483.9235
349,-1483.5045
350,-1483.0862
351,-1482.6685
352,-1482.2512
353,-1481.8344
354,-1481.4177
355,-1481.0018
356,-1480.586
357,-1480.1705
358,-1479.7552
359,-1479.3405
360,-1478.9255
361,-1478.5111
362,-1478.0967
363,-1477.6826
364,-1477.2687
365,-1476.855
366,-1476.4415
367,-1476.0281
368,-1475.6149
369,-1475.2015
370,-1474.7886
371,-1474.3756
372,-1473.9629
373,-1473.5503
374,-1473.138
375,-1472.7256
376,-1472.3134
377,-1471.9014
378,-1471.4896
379,-1471.0779
380,-1470.6665
381,-1470.2551
382,-1469.844
383,-1469.4331
384,-1469.015
385,-1468.5978
386,-1468.182
387,-1467.7672
388,-1467.3529
389,-1466.9395
390,-1466.5267
391,-1466.1144
392,-1465.7026
393,-1465.2913
394,-1464.8802
395,-1464.4696
396,-1464.0597
397,-1463.6497
398,-1463.2401
399,-1462.8309
400,-1462.4219
401,-1462.0131
402,-1461.6045
403,-1461.1962
404,-1460.788
405,-1460.38
406,-1459.9722
407,-1459.5645
408,-1459.1569
409,-1458.7496
410,-1458.3424
411,-1457.9355
412,-1457.529
413,-1457.1224
414,-1456.7161
415,-1456.3097
416,-1455.9034
417,-1455.4974
418,-1455.0912
419,-1454.6854
420,-1454.2797
421,-1453.8744
422,-1453.4688
423,-1453.0636
424,-1452.6514
425,-1452.2402
426,-1451.83
427,-1451.4203
428,-1451.0115
429,-1450.6031
430,-1450.195
431,-1449.7876
432,-1449.3806
433,-1448.9738
434,-1448.5675
435,-1448.1613
436,-1447.7552
437,-1447.3496
438,-1446.944
439,-1446.5391
440,-1446.134
441,-1445.7294
442,-1445.325
443,-1444.9205
444,-1444.5168
445,-1444.1128
446,-1443.7092
447,-1443.3055
448,-1442.9021
449,-1442.4987
450,-1442.0956
451,-1441.6925
452,-1441.2896
453,-1440.8865
454,-1440.4838
455,-1440.0812
456,-1439.6787
457,-1439.269
458,-1438.861
459,-1438.4536
460,-1438.047
461,-1437.6412
462,-1437.2357
463,-1436.8307
464,-1436.4263
465,-1436.0221
466,-1435.6183
467,-1435.215
468,-1434.8119
469,-1434.4093
470,-1434.0067
471,-1433.6044
472,-1433.2025
473,-1432.8005
474,-1432.399
475,-1431.9977
476,-1431.5966
477,-1431.1956
478,-1430.7947
479,-1430.394
480,-1429.9935
481,-1429.5933
482,-1429.1931
483,-1428.7932
484,-1428.3936
485,-1427.9939
486,-1427.5945
487,-1427.1953
488,-1426.7963
489,-1426.3971
490,-1425.9985
491,-1425.6
492,-1425.2015
493,-1424.8031
494,-1424.4049
495,-1424.0068
496,-1423.6088
497,-1423.2059
498,-1422.8037
499,-1422.4021
500,-1422.0011
501,-1421.6002
502,-1421.2
503,-1420.7998
504,-1420.3998
505,-1420.0
506,-1419.6003
507,-1419.2008
508,-1418.8009
509,-1418.4012
510,-1418.0012
511,-1417.6013
512,-1417.2015
513,-1416.8019
514,-1416.4021
515,-1416.0028
516,-1415.6031
517,-1415.2037
518,-1414.8041
519,-1414.4047
520,-1414.0052
521,-1413.606
522,-1413.2067
523,-1412.8075
524,-1412.4087
525,-1412.01
526,-1411.6112
527,-1411.2128
528,-1410.8143
529,-1410.4159
530,-1410.0176
531,-1409.6195
532,-1409.2216
533,-1408.8237
534,-1408.4259
535,-1408.0286
536,-1407.6312
537,-1407.2324
538,-1406.8328
539,-1406.4333
540,-1406.0342
541,-1405.6353
542,-1405.237
543,-1404.8389
544,-1404.4409
545,-1404.0435
546,-1403.6465
547,-1403.2496
548,-1402.8528
549,-1402.4565
550,-1402.0605
551,-1401.6649
552,-1401.2697
553,-1400.8744
554,-1400.4794
555,-1400.0845
556,-1399.69
557,-1399.2953
558,-1398.9009
559,-1398.5066
560,-1398.1127
561,-1397.7189
562,-1397.3253
563,-1396.9319
564,-1396.5387
565,-1396.1456
566,-1395.7527
567,-1395.3599
568,-1394.967
569,-1394.5745
570,-1394.1819
571,-1393.7897
572,-1393.3973
573,-1393.0051
574,-1392.6129
575,-1392.221
576,-1391.8289
577,-1391.4327
578,-1391.037
579,-1390.6415
580,-1390.2468
581,-1389.8523
582,-1389.4584
583,-1389.0648
584,-1388.6715
585,-1388.2786
586,-1387.8859
587,-1387.4934
588,-1387.1011
589,-1386.709
590,-1386.3173
591,-1385.9255
592,-1385.5339
593,-1385.1426
594,-1384.7516
595,-1384.3606
596,-1383.9698
597,-1383.5792
598,-1383.1887
599,-1382.7985
600,-1382.4084
601,-1382.0184
602,-1381.6287
603,-1381.239
604,-1380.8494
605,-1380.46
606,-1380.0706
607,-1379.6815
608,-1379.2925
609,-1378.9037
610,-1378.5087
611,-1378.1149
612,-1377.7217
613,-1377.3292
614,-1376.9371
615,-1376.5457
616,-1376.1547
617,-1375.7639
618,-1375.3738
619,-1374.9838
620,-1374.594
621,-1374.2047
622,-1373.8156
623,-1373.427
624,-1373.0386
625,-1372.6503
626,-1372.2623
627,-1371.8745
628,-1371.487
629,-1371.0994
630,-1370.7122
631,-1370.325
632,-1369.9381
633,-1369.5513
634,-1369.1647
635,-1368.7782
636,-1368.3918
637,-1368.0056
638,-1367.6195
639,-1367.2334
640,-1366.8477
641,-1366.4618
642,-1366.0764
643,-1365.691
644,-1365.3055
645,-1364.9207
646,-1364.5356
647,-1364.1506
648,-1363.7659
649,-1363.3809
650,-1362.9883
651,-1362.5962
652,-1362.2048
653,-1361.8141
654,-1361.4237
655,-1361.034
656,-1360.6445
657,-1360.2555
658,-1359.8666
659,-1359.4779
660,-1359.0896
661,-1358.7019
662,-1358.3142
663,-1357.927
664,-1357.5399
665,-1357.153
666,-1356.7662
667,-1356.3796
668,-1355.9934
669,-1355.6074
670,-1355.2216
671,-1354.8356
672,-1354.4498
673,-1354.0642
674,-1353.6786
675,-1353.293
676,-1352.9075
677,-1352.5222
678,-1352.1368
679,-1351.7517
680,-1351.3668
681,-1350.9822
682,-1350.5974
683,-1350.2129
684,-1349.8284
685,-1349.4442
686,-1349.0602
687,-1348.6765
688,-1348.2926
689,-1347.909
690,-1347.5175
691,-1347.1274
692,-1346.7384
693,-1346.3503
694,-1345.9628
695,-1345.5759
696,-1345.1895
697,-1344.8037
698,-1344.4185
699,-1344.0332
700,-1343.6487
701,-1343.2646
702,-1342.8806
703,-1342.4972
704,-1342.1139
705,-1341.7307
706,-1341.3479
707,-1340.9653
708,-1340.5828
709,-1340.2006
710,-1339.8186
711,-1339.4366
712,-1339.0548
713,-1338.6735
714,-1338.2921
715,-1337.9108
716,-1337.5298
717,-1337.149
718,-1336.7684
719,-1336.3878
720,-1336.0074
721,-1335.6273
722,-1335.2474
723,-1334.8679
724,-1334.4885
725,-1334.1095
726,-1333.7302
727,-1333.3517
728,-1332.9731
729,-1332.5944
730,-1332.2081
731,-1331.8226
732,-1331.4381
733,-1331.0543
734,-1330.6713
735,-1330.2885
736,-1329.906
737,-1329.524
738,-1329.1425
739,-1328.7615
740,-1328.3807
741,-1328.0005
742,-1327.6202
743,-1327.2406
744,-1326.861
745,-1326.4817
746,-1326.1024
747,-1325.7238
748,-1325.3448
749,-1324.9662
750,-1324.5878
751,-1324.2094
752,-1323.8312
753,-1323.4534
754,-1323.0756
755,-1322.6981
756,-1322.3208
757,-1321.9437
758,-1321.5669
759,-1321.19
760,-1320.8134
761,-1320.4369
762,-1320.0608
763,-1319.6847
764,-1319.3026
765,-1318.921
766,-1318.5399
767,-1318.159
768,-1317.7781
769,-1317.3978
770,-1317.0173
771,-1316.6372
772,-1316.2574
773,-1315.8774
774,-1315.4977
775,-1315.1178
776,-1314.7383
777,-1314.3584
778,-1313.979
779,-1313.5996
780,-1313.2206
781,-1312.8417
782,-1312.4631
783,-1312.0845
784,-1311.7064
785,-1311.3284
786,-1310.9508
787,-1310.5734
788,-1310.196
789,-1309.8188
790,-1309.4419
791,-1309.0652
792,-1308.6884
793,-1308.3119
794,-1307.9353
795,-1307.5593
796,-1307.1831
797,-1306.8071
798,-1306.431
799,-1306.0553
800,-1305.6796
801,-1305.3036
802,-1304.928
803,-1304.552
804,-1304.1708
805,-1303.7906
806,-1303.4114
807,-1303.0328
808,-1302.655
809,-1302.2775
810,-1301.9004
811,-1301.5237
812,-1301.1473
813,-1300.7711
814,-1300.3953
815,-1300.0197
816,-1299.6442
817,-1299.2687
818,-1298.8933
819,-1298.5182
820,-1298.1432
821,-1297.7684
822,-1297.394
823,-1297.0201
824,-1296.6462
825,-1296.2727
826,-1295.8992
827,-1295.5258
828,-1295.1521
829,-1294.7787
830,-1294.4052
831,-1294.032
832,-1293.6587
833,-1293.2854
834,-1292.9121
835,-1292.5391
836,-1292.1659
837,-1291.7931
838,-1291.4199
839,-1291.0474
840,-1290.6746
841,-1290.3021
842,-1289.9299
843,-1289.5576
844,-1289.182
845,-1288.8066
846,-1288.4318
847,-1288.0574
848,-1287.6833
849,-1287.3097
850,-1286.9363
851,-1286.5632
852,-1286.1903
853,-1285.8176
854,-1285.4451
855,-1285.0726
856,-1284.7006
857,-1284.3289
858,-1283.9572
859,-1283.5859
860,-1283.2151
861,-1282.8444
862,-1282.4738
863,-1282.1034
864,-1281.7332
865,-1281.3632
866,-1280.9933
867,-1280.6235
868,-1280.2537
869,-1279.8842
870,-1279.5146
871,-1279.1453
872,-1278.7759
873,-1278.4069
874,-1278.038
875,-1277.6691
876,-1277.3007
877,-1276.9324
878,-1276.5638
879,-1276.1956
880,-1275.8273
881,-1275.4592
882,-1275.091
883,-1274.7225
884,-1274.3479
885,-1273.975
886,-1273.6027
887,-1273.2311
888,-1272.8599
889,-1272.4894
890,-1272.1196
891,-1271.7501
892,-1271.3809
893,-1271.012
894,-1270.6431
895,-1270.2743
896,-1269.9058
897,-1269.5372
898,-1269.1691
899,-1268.801
900,-1268.4332
901,-1268.0656
902,-1267.698
903,-1267.3304
904,-1266.9629
905,-1266.5956
906,-1266.2283
907,-1265.8611
908,-1265.4941
909,-1265.127
910,-1264.76
911,-1264.3933
912,-1264.0266
913,-1263.6602
914,-1263.2942
915,-1262.9281
916,-1262.5619
917,-1262.1959
918,-1261.8301
919,-1261.4579
920,-1261.0867
921,-1260.7166
922,-1260.3472
923,-1259.9783
924,-1259.61
925,-1259.242
926,-1258.8744
927,-1258.5072
928,-1258.1403
929,-1257.7736
930,-1257.4071
931,-1257.0409
932,-1256.6749
933,-1256.3092
934,-1255.9437
935,-1255.5784
936,-1255.2131
937,-1254.8479
938,-1254.483
939,-1254.1183
940,-1253.7537
941,-1253.3892
942,-1253.0248
943,-1252.6606
944,-1252.2965
945,-1251.9327
946,-1251.5695
947,-1251.2064
948,-1250.8435
949,-1250.4805
950,-1250.1177
951,-1249.7549
952,-1249.3925
953,-1249.0302
954,-1248.6682
955,-1248.3063
956,-1247.9445
957,-1247.5828
958,-1247.2211
959,-1246.8513
960,-1246.4833
961,-1246.116
962,-1245.7496
963,-1245.3839
964,-1245.0187
965,-1244.6539
966,-1244.2898
967,-1243.9259
968,-1243.5623
969,-1243.199
970,-1242.8359
971,-1242.4731
972,-1242.1104
973,-1241.7477
974,-1241.3848
975,-1241.0222
976,-1240.6595
977,-1240.2971
978,-1239.9347
979,-1239.5723
980,-1239.2101
981,-1238.848
982,-1238.4858
983,-1238.1239
984,-1237.7622
985,-1237.4004
986,-1237.0385
987,-1236.6769
988,-1236.3153
989,-1235.9542
990,-1235.593
991,-1235.2323
992,-1234.8713
993,-1234.5109
994,-1234.1506
995,-1233.7906
996,-1233.4308
997,-1233.0714
998,-1232.712
999,-1232.342
1000,-1231.974
1001,-1231.6072
1002,-1231.2413
1003,-1230.8762
1004,-1230.5117
1005,-1230.1478
1006,-1229.7845
1007,-1229.4214
1008,-1229.0588
1009,-1228.6968
1010,-1228.335
1011,-1227.9738
1012,-1227.6128
1013,-1227.252
1014,-1226.8915
1015,-1226.5312
1016,-1226.1714
1017,-1225.8118
1018,-1225.4523
1019,-1225.093
1020,-1224.7339
1021,-1224.3752
1022,-1224.0168
1023,-1223.6588
1024,-1223.3013
1025,-1222.9436
1026,-1222.5864
1027,-1222.2296
1028,-1221.8733
1029,-1221.5171
1030,-1221.1611
1031,-1220.8055
1032,-1220.45
1033,-1220.0948
1034,-1219.7396
1035,-1219.3849
1036,-1219.0295
1037,-1218.6748
1038,-1218.3198
1039,-1217.9509
1040,-1217.5848
1041,-1217.22
1042,-1216.8562
1043,-1216.493
1044,-1216.1306
1045,-1215.7686
1046,-1215.4071
1047,-1215.0459
1048,-1214.6852
1049,-1214.3248
1050,-1213.965
1051,-1213.6055
1052,-1213.2463
1053,-1212.8875
1054,-1212.5288
1055,-1212.1705
1056,-1211.8125
1057,-1211.4548
1058,-1211.097
1059,-1210.7397
1060,-1210.3824
1061,-1210.0253
1062,-1209.6678
1063,-1209.3108
1064,-1208.9536
1065,-1208.5972
1066,-1208.2402
1067,-1207.8843
1068,-1207.5275
1069,-1207.1716
1070,-1206.8152
1071,-1206.4595
1072,-1206.1033
1073,-1205.7479
1074,-1205.392
1075,-1205.0302
1076,-1204.6693
1077,-1204.3096
1078,-1203.9503
1079,-1203.5916
1080,-1203.2333
1081,-1202.8755
1082,-1202.5181
1083,-1202.1609
1084,-1201.804
1085,-1201.4475
1086,-1201.0912
1087,-1200.7351
1088,-1200.379
1089,-1200.023
1090,-1199.667
1091,-1199.311
1092,-1198.9551
1093,-1198.5994
1094,-1198.2435
1095,-1197.8883
1096,-1197.533
1097,-1197.1781
1098,-1196.8234
1099,-1196.4694
1100,-1196.1151
1101,-1195.7612
1102,-1195.4073
1103,-1195.0537
1104,-1194.7008
1105,-1194.3475
1106,-1193.9946
1107,-1193.6417
1108,-1193.289
1109,-1192.9358
1110,-1192.5831
1111,-1192.2306
1112,-1191.8782
1113,-1191.5259
1114,-1191.1738
1115,-1190.8159
1116,-1190.4596
1117,-1190.1042
1118,-1189.7496
1119,-1189.3956
1120,-1189.0422
1121,-1188.689
1122,-1188.3362
1123,-1187.9838
1124,-1187.6316
1125,-1187.2797
1126,-1186.9281
1127,-1186.5765
1128,-1186.2255
1129,-1185.8743
1130,-1185.5234
1131,-1185.1725
1132,-1184.8217
1133,-1184.471
1134,-1184.1205
1135,-1183.7701
1136,-1183.4199
1137,-1183.0697
1138,-1182.7198
1139,-1182.3696
1140,-1182.0198
1141,-1181.6696
1142,-1181.3197
1143,-1180.9697
1144,-1180.62
1145,-1180.2703
1146,-1179.9207
1147,-1179.5708
1148,-1179.2212
1149,-1178.8717
1150,-1178.523
1151,-1178.1738
1152,-1177.8251
1153,-1177.4762
1154,-1177.1278
1155,-1176.7758
1156,-1176.4244
1157,-1176.0736
1158,-1175.7235
1159,-1175.3737
1160,-1175.0242
1161,-1174.675
1162,-1174.326
1163,-1173.9773
1164,-1173.6285
1165,-1173.2802
1166,-1172.932
1167,-1172.5842
1168,-1172.2366
1169,-1171.8894
1170,-1171.5421
1171,-1171.1952
1172,-1170.8484
1173,-1170.502
1174,-1170.1554
1175,-1169.8092
1176,-1169.4631
1177,-1169.1173
1178,-1168.7717
1179,-1168.4263
1180,-1168.0808
1181,-1167.7356
1182,-1167.3905
1183,-1167.0457
1184,-1166.7008
1185,-1166.3564
1186,-1166.0121
1187,-1165.668
1188,-1165.3237
1189,-1164.9795
1190,-1164.6353
1191,-1164.2911
1192,-1163.9467
1193,-1163.6023
1194,-1163.2577
1195,-1162.9054
1196,-1162.5554
1197,-1162.2063
1198,-1161.8582
1199,-1161.5107
1200,-1161.1641
1201,-1160.8176
1202,-1160.4717
1203,-1160.1261
1204,-1159.7808
1205,-1159.4359
1206,-1159.0913
1207,-1158.747
1208,-1158.4028
1209,-1158.0592
1210,-1157.7158
1211,-1157.3723
1212,-1157.029
1213,-1156.6854
1214,-1156.3419
1215,-1155.9985
1216,-1155.6553
1217,-1155.312
1218,-1154.969
1219,-1154.6261
1220,-1154.2836
1221,-1153.9413
1222,-1153.599
1223,-1153.257
1224,-1152.9154
1225,-1152.5732
1226,-1152.2316
1227,-1151.8896
1228,-1151.5482
1229,-1151.2065
1230,-1150.8655
1231,-1150.5245
1232,-1150.1754
1233,-1149.828
1234,-1149.4818
1235,-1149.1366
1236,-1148.7924
1237,-1148.4484
1238,-1148.1053
1239,-1147.7626
1240,-1147.4202
1241,-1147.0784
1242,-1146.7368
1243,-1146.3953
1244,-1146.0542
1245,-1145.7133
1246,-1145.3723
1247,-1145.0315
1248,-1144.6909
1249,-1144.3506
1250,-1144.0103
1251,-1143.6696
1252,-1143.3292
1253,-1142.9889
1254,-1142.6492
1255,-1142.3096
1256,-1141.9702
1257,-1141.6312
1258,-1141.2924
1259,-1140.9539
1260,-1140.6152
1261,-1140.277
1262,-1139.9388
1263,-1139.6007
1264,-1139.2628
1265,-1138.9247
1266,-1138.5869
1267,-1138.2489
1268,-1137.9117
1269,-1137.5742
1270,-1137.2369
1271,-1136.8997
1272,-1136.555
1273,-1136.2118
1274,-1135.8693
1275,-1135.5275
1276,-1135.1863
1277,-1134.8456
1278,-1134.505
1279,-1134.1648
1280,-1133.8251
1281,-1133.4855
1282,-1133.1462
1283,-1132.8073
1284,-1132.4684
1285,-1132.1296
1286,-1131.7911
1287,-1131.453
1288,-1131.1151
1289,-1130.7777
1290,-1130.4406
1291,-1130.104
1292,-1129.7676
1293,-1129.4316
1294,-1129.0958
1295,-1128.7604
1296,-1128.4249
1297,-1128.0895
1298,-1127.754
1299,-1127.4185
1300,-1127.0837
1301,-1126.7487
1302,-1126.414
1303,-1126.079
1304,-1125.7445
1305,-1125.41
1306,-1125.076
1307,-1124.7423
1308,-1124.4088
1309,-1124.0756
1310,-1123.7424
1311,-1123.4095
1312,-1123.0669
1313,-1122.7261
1314,-1122.3861
1315,-1122.0468
1316,-1121.7078
1317,-1121.3695
1318,-1121.0316
1319,-1120.6942
1320,-1120.3573
1321,-1120.0204
1322,-1119.6843
1323,-1119.3484
1324,-1119.0126
1325,-1118.677
1326,-1118.3418
1327,-1118.0065
1328,-1117.6714
1329,-1117.3364
1330,-1117.0011
1331,-1116.666
1332,-1116.331
1333,-1115.9963
1334,-1115.6617
1335,-1115.3275
1336,-1114.9929
1337,-1114.6587
1338,-1114.3243
1339,-1113.9905
1340,-1113.6564
1341,-1113.3226
1342,-1112.9889
1343,-1112.6552
1344,-1112.3214
1345,-1111.9882
1346,-1111.6547
1347,-1111.3221
1348,-1110.9894
1349,-1110.6576
1350,-1110.3253
1351,-1109.9941
1352,-1109.6547
1353,-1109.3167
1354,-1108.98
1355,-1108.6442
1356,-1108.3091
1357,-1107.9745
1358,-1107.6401
1359,-1107.3063
1360,-1106.9728
1361,-1106.6395
1362,-1106.3062
1363,-1105.9729
1364,-1105.64
1365,-1105.3071
1366,-1104.9745
1367,-1104.642
1368,-1104.3098
1369,-1103.9777
1370,-1103.6456
1371,-1103.314
1372,-1102.9823
1373,-1102.651
1374,-1102.3198
1375,-1101.9889
1376,-1101.6582
1377,-1101.328
1378,-1100.9978
1379,-1100.6682
1380,-1100.3384
1381,-1100.0087
1382,-1099.6793
1383,-1099.3496
1384,-1099.0204
1385,-1098.6913
1386,-1098.3624
1387,-1098.0338
1388,-1097.7051
1389,-1097.377
1390,-1097.0487
1391,-1096.7117
1392,-1096.3763
1393,-1096.0421
1394,-1095.7087
1395,-1095.376
1396,-1095.0435
1397,-1094.7114
1398,-1094.3798
1399,-1094.0485
1400,-1093.7177
1401,-1093.3868
1402,-1093.0563
1403,-1092.7258
1404,-1092.3958
1405,-1092.0658
1406,-1091.7363
1407,-1091.407
1408,-1091.0781
1409,-1090.7494
1410,-1090.4208
1411,-1090.0924
1412,-1089.7644
1413,-1089.4363
1414,-1089.1084
1415,-1088.7806
1416,-1088.4528
1417,-1088.125
1418,-1087.7974
1419,-1087.4696
1420,-1087.1422
1421,-1086.8148
1422,-1086.488
1423,-1086.1608
1424,-1085.8339
1425,-1085.5066
1426,-1085.1796
1427,-1084.852
1428,-1084.525
1429,-1084.1978
1430,-1083.8708
1431,-1083.5376
1432,-1083.2054
1433,-1082.8744
1434,-1082.5437
1435,-1082.2136
1436,-1081.8839
1437,-1081.5547
1438,-1081.226
1439,-1080.8977
1440,-1080.5697
1441,-1080.2422
1442,-1079.9148
1443,-1079.588
1444,-1079.2615
1445,-1078.9352
1446,-1078.609
1447,-1078.2832
1448,-1077.9579
1449,-1077.6327
1450,-1077.3077
1451,-1076.9829
1452,-1076.6581
1453,-1076.3336
1454,-1076.009
1455,-1075.6849
1456,-1075.3604
1457,-1075.036
1458,-1074.7117
1459,-1074.387
1460,-1074.0625
1461,-1073.7378
1462,-1073.4137
1463,-1073.0896
1464,-1072.7661
1465,-1072.4423
1466,-1072.1191
1467,-1071.7959
1468,-1071.4729
1469,-1071.1501
1470,-1070.8274
1471,-1070.4999
1472,-1070.1724
1473,-1069.8451
1474,-1069.5183
1475,-1069.1915
1476,-1068.8652
1477,-1068.539
1478,-1068.213
1479,-1067.8873
1480,-1067.562
1481,-1067.2367
1482,-1066.912
1483,-1066.5872
1484,-1066.2628
1485,-1065.9386
1486,-1065.6147
1487,-1065.291
1488,-1064.9678
1489,-1064.6447
1490,-1064.3219
1491,-1063.9994
1492,-1063.677
1493,-1063.355
1494,-1063.0331
1495,-1062.7115
1496,-1062.3903
1497,-1062.0695
1498,-1061.7487
1499,-1061.4282
1500,-1061.1077
1501,-1060.7876
1502,-1060.4672
1503,-1060.1473
1504,-1059.8276
1505,-1059.508
1506,-1059.1886
1507,-1058.8694
1508,-1058.5499
1509,-1058.231
1510,-1057.9114
1511,-1057.5829
1512,-1057.2576
1513,-1056.9332
1514,-1056.61
1515,-1056.2874
1516,-1055.9656
1517,-1055.644
